Name	Zone Name	Level	HP	Race	Class	Position(s)
Khrix Fritchoff	Estate of Unrest	35	1390	Gnome	Necromancer	(595,61)
Khrixs Abomination	Estate of Unrest	38	2494	Ghoul	Warrior	(625,59)
Kif	East Freeport	45	5875	Guard, Freeport	Shopkeeper	(42,-182)
Kilam Oresinger	South Kaladim	25	810	Wood Elf	Bard	(105,222)
Kilevra Natasu	Paineel	50	9550	Erudite	Shopkeeper	(690,868)
killer shark, a	Erud's Crossing	38 - 42	3210 - 3290	Shark	Warrior	(-1169,2401), (-2270,766), (-794,285)
Killi Frillep	Erudin Palace	35	1675	Erudite	Shopkeeper	(694,921)
Kimble Nogflop	Ak'Anon	40	3250	Gnome	Warrior	(1336,-814)
Kindl Lunsight	Greater Faydark	20	610	Wood Elf	Warrior	(421,688)
Kindle	Solusek's Eye	27	920 - 930	Imp	Rogue	(-202,-666), (-111,-593)
Kindra Farseer	Rathe Mountains	30	627	Citizen, Qeynos	Enchanter	(1634,-915)
King Akanon	Ak'Anon	50 - 60	5209 - 32000	Clockwork Gnome	Magician	(809,-205)
King Kazon Stormhammer	South Kaladim	50	9550	Dwarf	Warrior	(-115,-359)
King Tranix	Nagafen's Lair	52	15500	Giant/Cyclops	Shadow Knight	(-1551,-384)
Kinloc Flamepaw	South Qeynos	50 - 61	27000 - 32000	Human	GM Magician	(310,-655)
Kinool Goldsinger	Southern Felwithe	50	27000	High Elf	GM Enchanter	(556,-838)
kiraikuei, a	Plane of Hate	48 - 52	11060 - 11370	Zombie	Monk	(459,1), (-422,360), (-166,301), (-287,261), (-353,258), (-383,-74), (-409,-4), (180,216), (208,60), (89,169)
Kirran Mirrah	Kerra Isle	14	209	Kerra	Wizard	(77,-114)
Kis K`Jartan	Neriak - Commons	40	3250	Dark Elf	Shopkeeper	(172,-873)
Kisrin Breezeshadow	Erudin	45	5875	Erudite	Shopkeeper	(230,-4)
kitchen drudge, a	High Keep	8 - 12	145 - 225	Citizen, Qeynos	Rogue	(71,-257), (37,-208)
Kithicor	Kithicor Woods	61	27000 - 32000	Wood Elf	GM Ranger	(-570,1962)
Kithicor	Kithicor Woods	50	7914	Wood Elf	Ranger	(-570,1962)
Kizdean Gix	West Commonlands	17 - 19	510 - 550	Dark Elf	Shadow Knight	(-42,1710), (-161,262)
Kizya D`Dbth	Neriak - Commons	40	3250	Dark Elf	Shopkeeper	(176,-924)
Kizzie Mintopp	Rivervale	35	1675	Citizen, Rivervale	Shopkeeper	(-228,-216)
Klaknak drone, a	Kithicor Woods	2	32	Beetle	Warrior	(1468,3511)
Klaknak drone, a	Misty Thicket	2	32	Beetle	Warrior	(782,-607)
Klaknak warrior, a	Kithicor Woods	2	32	Beetle	Warrior	(940,3138)
Klaknak warrior, a	Misty Thicket	2	32	Beetle	Warrior	(-454,-1428)
Klan K`Jartan	Neriak - Commons	40	3900	Citizen, Neriak	Warrior	(13,-1096)
Klan Smith	East Freeport	45	5875	Guard, Freeport	Shopkeeper	(-183,-163)
Klicnik Drone, a	North Qeynos	2	32	Beetle	Warrior	(1132,-537)
Klicnik Worker, a	North Qeynos	2	32	Beetle	Warrior	(1042,132)
Klieb Torne	South Qeynos	10	185	Human	Rogue	(-300,-258)
Klimmer	Nektulos Forest	11	229	Halfling	Cleric	(-1768,1221)
Klok Acet	Field of Bone	30	1150	Citizen, Iksar	Shopkeeper	(-2462,2984)
Klok Bygle	Swamp Of No Hope	30	1150	Citizen, Iksar	Shopkeeper	(2714,2816)
Klok Canip	Field of Bone	30	1150	Citizen, Iksar	Shopkeeper	(-2260,3305)
Klok Dytar	Cabilis East	30	1150	Citizen, Iksar	Shopkeeper	(51,-196)
Klok Ephmir	Cabilis East	30	1150	Citizen, Iksar	Shopkeeper	(129,-126)
Klok Foob	Lake of Ill Omen	30	1150	Citizen, Iksar	Shopkeeper	(6133,-6453)
Klok Foxmyr	Cabilis East	30	1150	Citizen, Iksar	Shopkeeper	(123,-200)
Klok Gnask	Lake of Ill Omen	30	1150	Citizen, Iksar	Shopkeeper	(6392,-6349)
Klok Gogon	Cabilis East	30	1150	Citizen, Iksar	Shopkeeper	(143,-203)
Klok Gokrok	Swamp Of No Hope	30	1150	Citizen, Iksar	Shopkeeper	(2648,2727)
Klok Gragin	Warslilks Woods	30	1150	Citizen, Iksar	Shopkeeper	(-1650,-706)
Klok Gritchit	Cabilis East	30	1150	Citizen, Iksar	Shopkeeper	(593,158)
Klok Grots	Cabilis East	30	1150	Citizen, Iksar	Shopkeeper	(239,-274)
Klok Hoga	Cabilis East	30	1150	Citizen, Iksar	Shopkeeper	(253,-201)
Klok Ixmid	Cabilis East	30	1150	Citizen, Iksar	Shopkeeper	(659,156)
Klok Kogrin	Warslilks Woods	30	1150	Citizen, Iksar	Shopkeeper	(-1709,-894)
Klok Margar	Cabilis East	30	1150	Citizen, Iksar	Banker	(708,45)
Klok Migo	Swamp Of No Hope	30	1150	Citizen, Iksar	Shopkeeper	(2467,2911)
Klok Mugruk	Cabilis East	30	1150	Citizen, Iksar	Shopkeeper	(386,-214)
Klok Nalgoz	Cabilis East	30	1150	Citizen, Iksar	Shopkeeper	(239,-289)
Klok Naman	Field of Bone	30	1150	Citizen, Iksar	Shopkeeper	(-2651,3294)
Klok Nogolin	Warslilks Woods	30	1150	Citizen, Iksar	Shopkeeper	(-2418,-564)
Klok Oxmod	Cabilis East	30	1150	Citizen, Iksar	Shopkeeper	(638,157)
Klok Poklon	Cabilis East	30	1150	Iksar	Shopkeeper	(913,-84)
Klok Rakra	Cabilis East	30	1150	Citizen, Iksar	Banker	(707,64)
Klok Rogalin	Warslilks Woods	30	1150	Citizen, Iksar	Shopkeeper	(-1881,-599)
Klok Roshin	Swamp Of No Hope	30	1150	Citizen, Iksar	Shopkeeper	(2428,2951)
Klok Ryre	Warslilks Woods	30	1150	Citizen, Iksar	Shopkeeper	(-2414,-640)
Klok Sargin	Lake of Ill Omen	30	1150	Iksar	Shopkeeper	(6022,-6337)
Klok Sass	Cabilis East	30	1150	Citizen, Iksar	Shopkeeper	(667,-37)
Klok Scaznar	Cabilis East	30	1150	Citizen, Iksar	Shopkeeper	(53,-132)
Klok Stitch	Cabilis East	30	1150	Citizen, Iksar	Shopkeeper	(128,-8)
Klok Sweetzie	Cabilis East	30	1150 - 1400	Citizen, Iksar	Shopkeeper	(551,159)
Klok Tempar	Cabilis East	30	1150	Citizen, Iksar	Shopkeeper	(142,-18)
Klok Toren	Cabilis East	30	1150 - 1400	Citizen, Iksar	Shopkeeper	(190,-302)
Klok Tugin	Field of Bone	30	1150	Citizen, Iksar	Shopkeeper	(-2360,3351)
Klok Unlar	Cabilis East	30	1150	Citizen, Iksar	Shopkeeper	(531,162)
Klok Vednir	Cabilis East	30	1150	Citizen, Iksar	Shopkeeper	(58,-7)
Klok Vydl	Lake of Ill Omen	30	1150	Citizen, Iksar	Shopkeeper	(6265,-6229)
Klok Wartol	Cabilis East	30	1150	Citizen, Iksar	Shopkeeper	(93,-297)
Klok Wyga	Cabilis East	30	1150	Citizen, Iksar	Shopkeeper	(450,-468)
Klom Jysun	West Freeport	45 - 61	5878 - 32003	Human	GM Monk	(-229,-831)
kly acolyte, a	Dalnir	25 - 29	890 - 1027	Sarnak	Shaman	(249,-243), (5,-875), (-214,36), (34,-123), (190,-582), (114,-594), (23,-469), (-223,-50), (45,-639), (-71,-689)
kly believer, a	Dalnir	29 - 33	1151 - 1231	Sarnak	Shaman	(103,-1013), (384,-262), (34,-123), (-32,-144), (-32,22), (-237,-58), (-236,-79)
kly cohort, a	Dalnir	29 - 33	1131 - 1308	Sarnak	Warrior	(23,-469), (-16,-398), (114,-594), (-32,22), (-100,-58), (-71,-689), (385,-265), (-21,-35), (-223,-50), (-7,-467)
kly evoker, a	Dalnir	25 - 29	870 - 987	Sarnak	Wizard	(397,-324), (283,15), (190,-582), (1,-883), (147,-914), (86,-415), (-7,-467), (8,-1), (-259,-108), (-116,-702)
kly follower, a	Dalnir	25 - 29	870 - 1067	Sarnak	Warrior	(131,-1019), (127,-598), (141,-627), (32,-16), (-74,-61), (163,-872), (-21,-193), (-76,-19), (114,-594), (-218,33)
kly imprecator, a	Dalnir	29 - 31	1151 - 1191	Sarnak	Wizard	(9,-152), (259,-886)
kly invoker, a	Dalnir	29 - 33	1131 - 1328	Sarnak	Wizard	(-71,-675), (-24,-174), (-91,-684), (249,-243), (141,-627), (76,-76), (0,-803), (-17,-410)
Kly Overseer, the	Dalnir	35 - 37	2179 - 2199	Sarnak	Wizard	(-307,-77)
Knargon Lanenda	North Qeynos	33 - 61	1339 - 32000	Human	GM Rogue	(72,177)
Knari Morawk	Southern Plains of Karana	17	490	Aviak	Warrior	(-4346,-1565)
Knight of Sathir	Karnor's Castle	51	10411	Iksar Scorpion	Shadow Knight	(-71,-674)
Koalindl, a	North Qeynos	1	16	Fish	Warrior	(-115,-446)
kobold captive, a	Kerra Isle	3 - 5	50 - 90	Kobold	Warrior	(675,137), (676,107), (714,103)
kobold champion	Nagafen's Lair	39	2851 - 2871	Kobold	Warrior	(-651,-344)
kobold hunter, a	Innothule Swamp	6 - 8	140 - 180	Kobold	Warrior	(2007,659), (2240,647), (2020,59)
kobold noble	Nagafen's Lair	38	2494 - 2514	Kobold	Enchanter	(-556,-107)
kobold predator	Solusek's Eye	25	820	Kobold	Rogue	(-319,-562)
kobold priest	Nagafen's Lair	40	2390	Kobold	Cleric	(-589,-321)
kobold prisoner, a	Kerra Isle	3 - 5	50 - 90	Kobold	Warrior	(643,279), (645,290), (676,107)
kobold runt, a	Steamfont Mountains	1	16	Kobold	Warrior	(-1712,1700)
kobold runt, a	Toxxulia Forest	1	16	Kobold	Warrior	(289,-884)
kobold scout, a	Steamfont Mountains	3 - 5	50 - 90	Kobold	Warrior	(288,1243), (298,-61), (659,1341)
kobold scout, a	Toxxulia Forest	2	32 - 46	Kobold	Warrior	(-992,-367), (-1887,-1056)
kobold sentry, a	Toxxulia Forest	3 - 5	63 - 103	Kobold	Warrior	(-797,16), (-1291,-518), (-1964,-76), (-1694,183), (-967,346), (-1309,-293)
kobold shaman, a	Steamfont Mountains	4 - 6	62 - 104	Kobold	Shaman	(1760,1221), (1805,1223)
kobold shaman, a	Toxxulia Forest	3 - 5	63 - 105	Kobold	Shaman	(-997,-439), (-1899,-1070), (-992,-367)
kobold watcher, a	Toxxulia Forest	3	48 - 61	Kobold	Warrior	(-1247,-551), (-997,-439)
kobold, a	Steamfont Mountains	3 - 5	50 - 90	Kobold	Warrior	(-765,1755), (-791,1722), (1557,1047)
kodiak bear, a	Rathe Mountains	14 - 16	390 - 430	Bear	Warrior	(4630,413), (3780,1924), (2697,962)
kodiak, a	West Commonlands	14 - 16	390 - 430	Bear	Warrior	(-440,-1716), (-70,-10), (-313,1283)
Kogna	Oggok	35 - 61	1675 - 32000	Ogre	GM Warrior	(-70,-25)
Konem Matse	Qeynos Hills	28	961	Human	Monk	(1431,326)
Konious Eranon	East Freeport	50 - 61	27000 - 32000	Human	GM Enchanter	(-25,-260)
kor ghoul wizard, a	Ruins of Old Guk	39 - 43	1990 - 2070	Froglok Ghoul	Wizard	(1184,-831), (1138,-692), (1476,-735), (1255,-748)
Korasal Klyseer	The Burning Wood	48	7186	Sarnak	Shadow Knight	(6677,-4015)
Korff	Grobb	40	3250	Citizen, Grobb	Shopkeeper	(300,-440)
Korff	Oggok	40	3250	Citizen, Oggok	Shopkeeper	(672,1067)
Korocust	Chardok	62	28020	Sarnak	Warrior	(-559,-373)
Krag Chick, a	Butcherblock Mountains	3 - 5	50 - 90	Aviak	Warrior	(1286,2244), (431,1738), (2953,2042)
Krag Elder, a	Butcherblock Mountains	8 - 10	190 - 230	Aviak	Warrior	(-1459,-2363), (-2468,-1473), (-1107,-2119)
Kragia	Grobb	38 - 61	2494 - 32000	Troll	GM Warrior	(260,-122)
Kragie Rolana	North Qeynos	45	5875	Citizen, Qeynos	Shopkeeper	(-143,-124)
Krak Windchaser	Southern Plains of Karana	28 - 30	990 - 1030	Aviak	Shopkeeper	(-6579,1042)
Krako Stonesplitter	North Kaladim	38 - 42	3480 - 3614	Citizen, Kaladim	Shopkeeper	(788,153)
Kramf	Grobb	40	3250	Citizen, Grobb	Shopkeeper	(490,-630)
Kramf	Oggok	40	3250	Citizen, Oggok	Shopkeeper	(380,20)
Krenlek	Frontier Mountains	35 - 36	2512 - 2532	Giant, Forest	Warrior	(-3135,1290), (-3202,2657)
Krile Arrowsmith	Kithicor Woods	45	5875	Citizen, Qeynos	Shopkeeper	(-331,3882)
Krivn S`Tai	Neriak - Commons	40	3250	Citizen, Neriak	Shopkeeper	(63,-885)
Kron Redstepp	Qeynos Aqueduct System	30	904	Human	Cleric	(368,-343)
Kruna	Neriak - Foreign Quarter	40	3250	Ogre	Shopkeeper	(-307,-455)
krup ghoul knight	Ruins of Sebilis	47	10828	Froglok Ghoul	Shadow Knight	(-1147,115)
Krynta Darkdagger	Qeynos Aqueduct System	9	165	Human	Rogue	(749,-108)
Krystal Aspen	Surefall Glade	30	1199 - 1229	Human	Ranger	(-187,-340)
Krystin Charcoal	West Freeport	45	5875	Citizen, Qeynos	Shopkeeper	(102,9)
Krytn Redstepp	Qeynos Aqueduct System	30	1165	Human	Shadow Knight	(368,-343)
Kubder Restona	Qeynos Aqueduct System	30	1150 - 1270	Citizen, Qeynos	Shopkeeper	(277,-385)
Kuglaz Grot	The Overthere	40	3270	Troll	Shopkeeper	(2757,2424)
kunark rhino, a	The Overthere	16 - 35	490 - 1379	Rhino	Warrior	(3469,-3280), (1123,-3109), (-2523,-580), (-1376,1916), (-2949,-2069), (3752,1639), (2721,-2553), (-1592,1155), (1472,2463), (151,-2776)
Kurne Rextula	Qeynos Aqueduct System	45 - 61	5875 - 32000	Human	GM Necromancer	(296,-292)
Kylan O`Danos	Halas	50	27000	Barbarian	GM Warrior	(561,-492)
Kyle Rinlin	Western Plains of Karana	4 - 6	80 - 120	Human	Paladin	(4,-3760), (12,-1516)
Kyralynn	Lake Rathetear	35	1695	Barbarian	Shaman	(249,2215)
Kyrin Steelbone	North Freeport	45	5875	Citizen, Qeynos	Shopkeeper	(-20,470)
Laarthik K`Shin	Kithicor Woods	45	8986	Zombie	Shadow Knight	(816,2299)
Ladia Qursii	North Qeynos	45	5875	Citizen, Qeynos	Shopkeeper	(-227,-239)
Lady Chromoire	Firiona Vie	24	752	Drixie	Wizard	(-1409,1155)
lady in waiting, a	High Keep	8 - 12	145 - 225	Citizen, Qeynos	Rogue	(84,-158)
Lady Shae	West Freeport	12	300	High Elf	Warrior	(-187,-514)
Lahn Whinstone	Qeynos Aqueduct System	30	1295	Human	Shadow Knight	(314,-578)
Laken Boorheez	East Freeport	10	240	Barbarian	Warrior	(-210,-920)
Laken Boorheez	North Freeport	10	240	Barbarian	Warrior	(-125,350)
lancer swordfish, a	Kedge Keep	28 - 32	1110 - 1190	Swordfish	Warrior	(104,3), (37,-3), (0,85)
Lander Billkin	Western Plains of Karana	4	80	Human	Paladin	(-46,-67)
Lanhern Firepride	South Qeynos	20	610	Citizen, Qeynos	Shopkeeper	(190,-313)
Lanhern Firepride	South Qeynos	10	240	Citizen, Qeynos	Warrior	(-231,-277)
Lanis Herion	North Freeport	37 - 61	2251 - 32250	Human	GM Paladin	(67,342)
Lanken Rjarn	Erudin Palace	50 - 61	27000 - 32000	Erudite	GM Enchanter	(537,776)
Lann Dabldrin	Butcherblock Mountains	35	1675	Dwarf	Warrior	(-1392,2895)
Laoni Reista	Erudin	37 - 61	2251 - 32250	Erudite	GM Paladin	(-1108,-398)
Laren	Greater Faydark	40 - 61	3250 - 32000	Wood Elf	GM Rogue	(-361,-332)
large bat, a	Misty Thicket	3 - 5	50 - 90	Bat, Giant	Warrior	(-612,535), (-775,819), (-404,1103)
large bat, a	Qeynos Hills	3 - 5	50 - 90	Bat, Giant	Warrior	(3276,633), (1961,653), (1202,859)
large bloodvein mosquito	Swamp Of No Hope	15 - 17	430 - 470	Mosquito	Warrior	(81,-90), (-973,-539), (-1873,2252)
large dire wolf, a	Permafrost Caverns	22 - 24	710 - 750	Wolf	Warrior	(357,120), (361,41)
large heart spider, a	Guk	17 - 21	530 - 610	Spider, Giant	Warrior	(-27,-122), (-26,-138)
large mosquito, a	Swamp Of No Hope	3 - 5	50 - 90	Mosquito	Warrior	(2139,2741), (3163,2271), (2861,1430)
Large Pihrhana	Rivervale	4 - 6	80 - 120	Piranha	Warrior	(300,-286), (357,-303), (295,-264)
large piranha, a	Kithicor Woods	10 - 14	260 - 340	Piranha	Warrior	(-524,-278), (-329,-624), (-262,-134), (-449,-177)
large piranha, a	Nektulos Forest	10 - 14	260 - 370	Piranha	Warrior	(-1037,-281), (-900,302), (-990,-225), (-1228,-515), (-695,856), (-1132,-376)
large piranha, a	The Feerrott	3 - 5	50 - 90	Piranha	Warrior	(-636,706), (-1008,697), (-369,641)
large piranha, a	West Commonlands	10 - 14	260 - 340	Piranha	Warrior	(298,2372), (122,2481), (129,2814), (47,2643)
Large Pirhrana	Rivervale	4 - 6	80 - 120	Piranha	Warrior	(161,-406), (34,-479)
large plague rat, a	Steamfont Mountains	8 - 10	190 - 230	Rat, Giant	Warrior	(389,-157), (846,1340), (1191,-230)
large rat, a	East Freeport	1	16	Rat, Giant	Warrior	(-772,-535)
large rat, a	Innothule Swamp	1	16	Rat, Giant	Warrior	(-1777,-479)
large rat, a	Kithicor Woods	1	16	Rat, Giant	Warrior	(1009,4300)
large rat, a	Misty Thicket	1	16	Rat, Giant	Warrior	(539,-1884)
large rat, a	North Qeynos	1	16	Rat, Giant	Warrior	(641,461)
large rat, a	Qeynos Aqueduct System	1	16	Rat, Giant	Warrior	(691,-81)
large rat, a	Qeynos Hills	1	16	Rat, Giant	Warrior	(4425,202)
large rat, a	Steamfont Mountains	1	16	Rat, Giant	Warrior	(-1629,1615)
large rat, a	West Freeport	1	16	Rat, Giant	Warrior	(-90,494)
large scorpion, a	Field of Bone	4 - 6	80 - 120	Scorpion	Warrior	(849,2189), (114,3262), (-817,2817)
large skeleton, a	Befallen	7 - 9	170 - 210	Skeleton	Warrior	(-448,47), (-455,-30), (-487,-104)
large skeleton, a	Najena	8 - 10	190 - 230	Skeleton	Warrior	(-86,515), (-46,506), (149,358)
large skunk, a	Butcherblock Mountains	2	32	Skunk	Warrior	(2600,1210)
large skunk, a	Toxxulia Forest	2	32	Skunk	Warrior	(498,401)
large snake, a	Butcherblock Mountains	3 - 5	50 - 90	Snake, Giant	Warrior	(-288,66), (-2210,-1483), (-1396,21)
large snake, a	Qeynos Aqueduct System	4 - 5	80 - 100	Snake, Giant	Warrior	(300,182), (861,103)
large snake, a	Qeynos Hills	3 - 5	50 - 90	Snake, Giant	Warrior	(3670,-431), (1703,-761), (708,852)
large spider, a	Butcherblock Mountains	2 - 4	28 - 68	Spider, Giant	Warrior	(-1801,-765), (-2281,-1374), (-1955,-1670)
large spider, a	East Commonlands	2 - 4	28 - 68	Spider, Giant	Warrior	(-606,3553), (-110,1960), (-202,2038)
large spider, a	Nektulos Forest	2 - 4	28 - 68	Spider, Giant	Warrior	(1064,752), (-1344,828), (-120,850)
large spider, a	Qeynos Aqueduct System	2 - 4	28 - 68	Spider, Giant	Warrior	(112,150), (412,-48), (398,109)
large wisp, a	Estate of Unrest	13 - 15	360 - 400	Will O' Wisp	Warrior	(405,231), (516,135)
large wooly spide, a	Everfrost	2	28	Spider, Giant	Warrior	(1509,-4457)
large wooly spider, a	Everfrost	2 - 4	28 - 68	Spider, Giant	Warrior	(-108,-2421), (180,-2933), (1706,-2899)
Larisa Gelrith	Ocean of Tears	25	810	Wood Elf	Warrior	(638,-9161)
Larkon Theardor	Ak'Anon	38 - 61	2494 - 32000	Gnome	GM Magician	(1029,-977)
Larn Brugal	West Freeport	42 - 61	4174 - 32000	Human	GM Warrior	(-312,62)
Larn	Southern Desert of Ro	29	868	Elemental, Wolf	Warrior	(-842,1115)
Lars McMannus	Qeynos Hills	20	610	Barbarian	Warrior	(1296,-1204)
Lars McMannus	Western Plains of Karana	20	610	Barbarian	Warrior	(-4111,-2207)
Larsk Juton	Surefall Glade	36 - 61	1982 - 32000	Human	GM Ranger	(244,-17)
Lasarer	Lake Rathetear	4	70	Skeleton	Warrior	(2552,-2238)
Lashun Novashine	North Qeynos	5	150 - 222	Human	Cleric	(-28,-108), (500,103)
Lasiris Oncre	West Freeport	45	5875	Citizen, Qeynos	Shopkeeper	(113,-771)
Lasna Cheroon	Castle Mistmoore	36	1918	Vampire, Elf	Necromancer	(-172,90)
lava basilisk, a	Lavastorm Mountains	11 - 18	280 - 490	Alligator	Warrior	(79,-440), (305,-669), (-324,-102), (-425,-795), (-79,-174), (-673,1145), (1280,-329), (504,-564)
lava beetle	Nagafen's Lair	38 - 42	3210 - 3290	Beetle	Warrior	(-905,-336), (-705,-123), (-711,-139)
lava crawler, a	Lavastorm Mountains	13 - 17	370 - 450	Snake, Giant	Warrior	(73,-33), (-167,-672), (-1289,-445), (-1145,-315), (160,681)
lava duct crawler	Nagafen's Lair	43 - 45	5246 - 5286	Spider, Giant	Warrior	(-938,-355), (-894,-204), (-509,-361)
lava elemental	Solusek's Eye	35	1675	Elemental	Warrior	(-135,-967)
lava guardian	Nagafen's Lair	42 - 46	5226 - 5306	Elemental	Warrior	(-455,332), (-650,114), (-667,134), (-672,110)
Leaf Falldim	Kithicor Woods	35	1750	Human	Ranger	(1394,2288)
Leala Swiftarrow	Firiona Vie	40	3250 - 3370	Wood Elf	Shopkeeper	(-3298,3338)
Leanon Ruksey	North Qeynos	14	380	Human	Bard	(304,127)
Leatherfoot Deputy	Nektulos Forest	10 - 30	254 - 1166	Halfling	Warrior	(-1165,1191), (551,1112), (-895,1192), (-1825,1088), (-912,1191)
Leatherfoot Medic	Nektulos Forest	15 - 20	330 - 501	Halfling	Cleric	(-1357,42), (-235,1200), (-53,1152)
Lebtik	Oasis of Marr	34	1214	Skeleton	Warrior	(-922,-704)
leering gargoyle, a	Castle Mistmoore	34 - 36	1655 - 1794	Gargoyle	Warrior	(-39,-15), (-39,16), (-206,58)
Legyn Sarawyn	Steamfont Mountains	7 - 9	170 - 210	Wood Elf	Warrior	(1513,-2223)
Lempeck Hargrin	Western Plains of Karana	20	610	Human	Warrior	(-3890,-5575)
Lena Leatherspinner	Kithicor Woods	45	5875	Citizen, Qeynos	Shopkeeper	(-265,4001)
Lendel Deeppockets	Rivervale	50 - 61	27000 - 32000	Halfling	GM Rogue	(-50,-188), (-68,-186)
Lener	Southern Desert of Ro	33	1050	Skeleton	Warrior	(-1033,145)
Lenka Stoutheart	East Freeport	35	1675	Barbarian	Warrior	(-226,-819)
Lenka Stoutheart	Firiona Vie	45	5875 - 6122	Barbarian	Warrior	(-2977,3000)
Lenklo	Lake Rathetear	7 - 9	127 - 167	Barbarian	Rogue	(3582,-583)
Leon	Eastern Plains of Karana	35	2010	Barbarian	Warrior	(-3423,-1887)
Leopok Terrilon	Halas	45	5875	Citizen, Halas	Shopkeeper	(198,154)
Leovre Kieqmarn	Paineel	50	9550	Erudite	Shopkeeper	(665,807)
leprous scarab, a	Ruins of Sebilis	48	7954 - 7974	Beetle	Warrior	(-1079,-708), (-665,-349)
leprous scarab	Ruins of Sebilis	50	9570	Beetle	Warrior	(-459,321)
Leraena Shelyrak	Erudin	50 - 61	27250 - 32344	Erudite	GM Cleric	(-655,-84)
lesser charbone skeleton	Kurn's Tower	17 - 19	510 - 550	Iksar Skeleton	Warrior	(11,-156), (158,-15), (-73,31)
lesser charbone skeleton	Lake of Ill Omen	17 - 19	510 - 550	Iksar Skeleton	Warrior	(13,-2026), (304,-2048), (-507,-2033)
lesser charbone skeleton	Swamp Of No Hope	17 - 19	510 - 550	Iksar Skeleton	Warrior	(-686,-2447), (-1547,-2478), (2193,-491)
lesser ebon drake, a	Steamfont Mountains	8 - 10	190 - 230	Drake	Warrior	(487,-1388), (812,-1212), (521,-1565)
lesser icebone skeleton	Kurn's Tower	16 - 18	470 - 510	Iksar Skeleton	Warrior	(149,182), (143,-230), (81,-277)
lesser icebone skeleton	Lake of Ill Omen	16 - 18	470 - 510	Iksar Skeleton	Warrior	(-899,-2811), (-1812,-2465), (195,-3063)
lesser icebone skeleton	Swamp Of No Hope	16 - 18	470 - 510	Iksar Skeleton	Warrior	(1242,598), (-1185,-1534), (2325,-995)
lesser kobold, a	Innothule Swamp	2	32	Kobold	Warrior	(949,915)
lesser minotaur, a	Ak'Anon	10 - 11	240 - 260	Minotaur	Warrior	(1306,-743)
lesser mummy, a	Befallen	10 - 12	250 - 290	Zombie	Warrior	(-399,98), (-383,-174), (-490,-165)
lesser mummy, a	East Commonlands	10 - 12	250 - 290	Zombie	Warrior	(-712,4163), (-991,847), (-901,2867)
lesser mummy, a	Innothule Swamp	10 - 12	250 - 290	Zombie	Warrior	(1916,-164), (1916,-146)
lesser mummy, a	Kithicor Woods	10 - 12	250 - 290	Zombie	Warrior	(51,715), (231,2844), (36,-448)
lesser mummy, a	Misty Thicket	10 - 12	250 - 290	Zombie	Warrior	(264,560)
lesser mummy, a	Nektulos Forest	10 - 12	250 - 290	Zombie	Warrior	(531,-717), (-1980,-615), (528,-752)
lesser mummy, a	Northern Desert of Ro	10 - 12	250 - 290	Zombie	Warrior	(467,411), (478,422)
lesser mummy, a	West Commonlands	10 - 12	250 - 290	Zombie	Warrior	(851,431), (1086,439), (-846,-723)
lesser scarab, a	The Feerrott	2	32	Beetle	Warrior	(-851,-1762)
Lianna Ferasa	Rathe Mountains	10	240	Citizen, Qeynos	Shopkeeper	(3989,1477)
Librarian Kesler	Paineel	50	9550	Erudite	Warrior	(1146,866)
library assistant	Paineel	24	2155	Ghoul	Warrior	(1128,878)
Lich of Miragul	Everfrost	45	12000	Skeleton	Necromancer	(4824,-5232)
Lieutenant Arathur	South Qeynos	50	32200	Citizen, Qeynos	Paladin	(147,-379)
Lieutenant Dagarok	North Qeynos	50	32000	Citizen, Qeynos	Shadow Knight	(22,364)
Lieutenant Darakor	Firiona Vie	61	32250	Guard, Felwithe	GM Paladin	(-3891,2951)
Lieutenant Feardeep	Firiona Vie	61	30000 - 32248	Wood Elf	GM Rogue	(-3628,2348)
Lieutenant Leafstalker	Greater Faydark	43 - 47	5835 - 5915	Guard, Faydark	Warrior	(196,611), (133,712), (-16,621), (242,456), (917,210)
Lieutenant Rosaed	Northern Felwithe	41 - 43	4260 - 4302	Guard, Felwithe	Paladin	(163,-139)
Lil Honeybugger	Misty Thicket	1 - 3	31 - 65	Halfling	Druid	(-852,-2271)
Lillean Han Oni	Paineel	50	9550	Erudite	Shopkeeper	(1213,549)
Liln Sedder	South Qeynos	45	5875	Citizen, Qeynos	Shopkeeper	(537,-44)
Lily Ashwood	Greater Faydark	15	430	Wood Elf	Bard	(-12,420)
Linadian	Greater Faydark	40	3250	Wood Elf	Shopkeeper	(-141,-544)
Linadian	West Freeport	40	3250	Wood Elf	Shopkeeper	(56,-298)
Linara Parlone	Najena	25	810	High Elf	Enchanter	(-18,-105)
Linaya Sowlin	Western Plains of Karana	5 - 7	125 - 167	Human	Druid	(-3746,-7638)
Linnleu Brackmar	Paineel	50	9550	Erudite	Shopkeeper	(734,820)
lion patriarch, a	Eastern Plains of Karana	12 - 14	310 - 350	Lion	Warrior	(-1444,-2269), (638,-1425), (-2419,-132)
lion, a	East Commonlands	8 - 10	190 - 230	Lion	Warrior	(875,3934), (984,1742), (287,4313)
lion, a	Eastern Plains of Karana	9 - 10	210 - 230	Lion	Warrior	(-2721,-1575), (209,-346), (-1920,-966)
lion, a	Northern Plains of Karana	8 - 10	190 - 230	Lion	Warrior	(-1051,-1260), (-532,1756), (317,746)
